ID,Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,Cluster
7781,Alat Kantor/Sekolah,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Literasi,Daily needs,Netral,Tidak Setuju,Tidak Setuju,Tidak Setuju,0
7782,Alat Seni,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Alat Seni,Setuju,Sangat Setuju,Setuju,Sangat Tidak Setuju,2
7783,Sport & mainanan,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Setuju,Tidak Setuju,Sangat Setuju,Netral,1
7784,Alat Seni,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Alat Seni,Tidak Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju,4
7785,Buku Anak,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,0
7786,Buku Anak,Toko Gramedia,Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Tidak Setuju,Tidak Setuju,Sangat Setuju,Setuju,1
7787,Alat Kantor/Sekolah,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,0
7788,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Literasi,Self Wear,Sangat Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju,4
7789,Sport & mainanan,Toko buku independen lainnya,Menambah pengetahuan,Seni,Daily needs,Setuju,Sangat Setuju,Netral,Tidak Setuju,1
7790,Sport & mainanan,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,2
7791,Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Aktivitas Rekreasional,edukasi,Netral,Tidak Setuju,Netral,Sangat Setuju,0
7792,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Sangat Setuju,3
7793,Sport & mainanan,Toko Gramedia,Untuk mengekspresikan kreativitas,Seni,Alat Seni,Setuju,Sangat Setuju,Tidak Setuju,Netral,2
7794,Buku Non-Fiksi,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Daily needs,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
7795,Buku Anak,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Seni,edukasi,Setuju,Tidak Setuju,Setuju,Netral,0
7796,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,0
7797,Alat Kantor/Sekolah,Toko alat tulis lainnya,Menambah pengetahuan,Literasi,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Setuju,0
7798,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Lifestyle,edukasi,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Netral,4
7799,Buku Anak,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Setuju,Setuju,Sangat Tidak Setuju,0
7800,Alat Kantor/Sekolah,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Setuju,Netral,Netral,0
7801,Alat Seni,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju,3
7802,Komik,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Setuju,Netral,Tidak Setuju,Tidak Setuju,0
7803,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Aktivitas Rekreasional,Daily needs,Tidak Setuju,Setuju,Netral,Tidak Setuju,0
7804,Sport & mainanan,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Setuju,Sangat Setuju,Setuju,Setuju,3
7805,Alat Kantor/Sekolah,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Sangat Tidak Setuju,Netral,Netral,Tidak Setuju,1
7806,Sport & mainanan,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Tidak Setuju,Setuju,Tidak Setuju,Setuju,0
7807,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Daily needs,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,1
7808,Alat Seni,Toko buku independen lainnya,Kado atau hadiah,Aktivitas Rekreasional,Daily needs,Netral,Setuju,Netral,Tidak Setuju,1
7809,Buku Anak,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Sangat Setuju,Setuju,Tidak Setuju,Tidak Setuju,4
7810,Alat Kantor/Sekolah,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Tidak Setuju,Sangat Tidak Setuju,Netral,Setuju,0
7811,Buku Non-Fiksi,Toko Gramedia,Menambah pengetahuan,Literasi,edukasi,Sangat Tidak Setuju,Netral,Tidak Setuju,Sangat Tidak Setuju,0
7812,Buku Anak,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Seni,Daily needs,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Netral,2
7813,Buku Non-Fiksi,Toko Gramedia,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Setuju,0
7814,Edukasi,Toko buku independen lainnya,Menambah pengetahuan,Literasi,Self Wear,Tidak Setuju,Setuju,Sangat Tidak Setuju,Setuju,1
7815,Sport & mainanan,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Alat Seni,Setuju,Sangat Setuju,Netral,Sangat Setuju,1
7816,Alat Seni,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Setuju,Sangat Setuju,Setuju,4
7817,Alat Seni,Toko buku independen lainnya,Menambah pengetahuan,Seni,Self Wear,Sangat Setuju,Tidak Setuju,Sangat Setuju,Setuju,1
7818,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Alat Seni,Sangat Setuju,Setuju,Setuju,Sangat Tidak Setuju,0
7819,Buku Non-Fiksi,Toko buku independen lainnya,Hiburan atau relaksasi,Literasi,Alat Seni,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
7820,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Sangat Setuju,Setuju,Sangat Setuju,Tidak Setuju,4
7821,Alat Kantor/Sekolah,Toko Gramedia,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Netral,Sangat Tidak Setuju,Setuju,3
7822,Alat Seni,Toko Gramedia,Untuk mengekspresikan kreativitas,Seni,Self Wear,Tidak Setuju,Tidak Setuju,Netral,Netral,2
7823,Komik,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Alat Seni,Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,2
7824,Sport & mainanan,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Alat Seni,Setuju,Sangat Setuju,Tidak Setuju,Setuju,3
7825,Alat Kantor/Sekolah,Toko alat tulis lainnya,Kado atau hadiah,Lifestyle,edukasi,Netral,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,0
7826,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Setuju,Setuju,Setuju,Sangat Setuju,2
7827,Alat Kantor/Sekolah,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Sangat Setuju,Netral,Netral,Setuju,0
7828,Novel Fiksi,Toko buku independen lainnya,Kado atau hadiah,Literasi,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,1
7829,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Seni,edukasi,Setuju,Tidak Setuju,Setuju,Sangat Setuju,0
7830,Edukasi,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Sangat Tidak Setuju,Setuju,Setuju,Tidak Setuju,1
7831,Alat Kantor/Sekolah,Website Gramedia.com,Menambah pengetahuan,Literasi,Self Wear,Tidak Setuju,Setuju,Sangat Setuju,Sangat Setuju,3
7832,Buku Anak,Website Gramedia.com,Untuk mengekspresikan kreativitas,Seni,Daily needs,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,3
7833,Alat Seni,Toko buku independen lainnya,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Setuju,Sangat Setuju,Setuju,1
7834,Sport & mainanan,Aplikasi Gramedia.com,Kado atau hadiah,Lifestyle,edukasi,Sangat Setuju,Netral,Netral,Sangat Setuju,4
7835,Alat Seni,Website Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Sangat Setuju,Netral,Setuju,Tidak Setuju,4
7836,Novel Fiksi,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Setuju,1
7837,Buku Anak,Toko buku independen lainnya,Hiburan atau relaksasi,Seni,edukasi,Netral,Netral,Netral,Netral,1
7838,Buku Anak,Toko Gramedia,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Tidak Setuju,Tidak Setuju,Setuju,Sangat Setuju,0
7839,Alat Seni,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Setuju,0
7840,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Aktivitas Rekreasional,Alat Seni,Netral,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,0
7841,Novel Fiksi,Website Gramedia.com,Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Sangat Setuju,Netral,Setuju,Tidak Setuju,4
7842,Alat Seni,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Netral,Sangat Tidak Setuju,Setuju,Sangat Setuju,2
7843,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Setuju,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,0
7844,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Literasi,Self Wear,Netral,Setuju,Netral,Setuju,1
7845,Alat Seni,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Alat Seni,Setuju,Setuju,Setuju,Sangat Setuju,2
7846,Alat Seni,Website Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Netral,2
7847,Sport & mainanan,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Literasi,Self Wear,Sangat Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju,3
7848,Alat Seni,Toko Gramedia,Untuk mengekspresikan kreativitas,Seni,Daily needs,Tidak Setuju,Sangat Setuju,Sangat Setuju,Setuju,4
7849,Sport & mainanan,Toko buku independen lainnya,Hiburan atau relaksasi,Literasi,Self Wear,Tidak Setuju,Netral,Sangat Setuju,Netral,1
7850,Buku Non-Fiksi,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Setuju,Netral,Netral,2
7851,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Aktivitas Rekreasional,edukasi,Netral,Tidak Setuju,Netral,Tidak Setuju,0
7852,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Kado atau hadiah,Seni,edukasi,Netral,Setuju,Sangat Setuju,Netral,0
7853,Novel Fiksi,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Tidak Setuju,Sangat Setuju,Netral,Sangat Setuju,1
7854,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Seni,edukasi,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
7855,Buku Non-Fiksi,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Sangat Setuju,Netral,Sangat Setuju,Sangat Setuju,2
7856,Edukasi,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Tidak Setuju,Tidak Setuju,Netral,Tidak Setuju,1
7857,Edukasi,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Tidak Setuju,Netral,Sangat Setuju,Sangat Setuju,3
7858,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Sangat Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
7859,Buku Anak,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,2
7860,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Seni,Alat Seni,Netral,Sangat Setuju,Setuju,Setuju,2
7861,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Literasi,Daily needs,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,2
7862,Buku Non-Fiksi,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Alat Seni,Sangat Tidak Setuju,Tidak Setuju,Setuju,Netral,1
7863,Buku Anak,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Daily needs,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,1
7864,Buku Non-Fiksi,Website Gramedia.com,Kado atau hadiah,Lifestyle,edukasi,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Netral,0
7865,Buku Anak,Toko Gramedia,Menambah pengetahuan,Seni,Alat Seni,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,3
7866,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Tidak Setuju,Sangat Setuju,Tidak Setuju,Tidak Setuju,3
7867,Novel Fiksi,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Daily needs,Sangat Setuju,Tidak Setuju,Setuju,Netral,2
7868,Alat Kantor/Sekolah,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Netral,Netral,Setuju,Tidak Setuju,4
7869,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Hiburan atau relaksasi,Literasi,Self Wear,Setuju,Setuju,Sangat Setuju,Setuju,1
7870,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Literasi,edukasi,Setuju,Setuju,Tidak Setuju,Sangat Setuju,0
7871,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Seni,edukasi,Sangat Setuju,Setuju,Tidak Setuju,Tidak Setuju,4
7872,Alat Seni,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Netral,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,0
7873,Alat Kantor/Sekolah,Toko buku independen lainnya,Menambah pengetahuan,Seni,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,3
7874,Alat Seni,Toko Gramedia,Menambah pengetahuan,Lifestyle,Self Wear,Sangat Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju,1
7875,Alat Seni,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Netral,Netral,Netral,Sangat Setuju,1
7876,Buku Non-Fiksi,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Sangat Tidak Setuju,Netral,Sangat Setuju,Setuju,1
7877,Alat Kantor/Sekolah,Toko Gramedia,Untuk mengekspresikan kreativitas,Lifestyle,Alat Seni,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,4
7878,Komik,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Netral,Sangat Setuju,Netral,Sangat Tidak Setuju,0
7879,Komik,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Tidak Setuju,Setuju,Netral,Sangat Setuju,1
7880,Sport & mainanan,Website Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,2
7881,Alat Seni,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,1
7882,Alat Kantor/Sekolah,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Alat Seni,Setuju,Tidak Setuju,Sangat Setuju,Setuju,1
7883,Edukasi,Toko alat tulis lainnya,Menambah pengetahuan,Literasi,Daily needs,Netral,Sangat Tidak Setuju,Sangat Setuju,Netral,2
7884,Edukasi,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Lifestyle,Alat Seni,Tidak Setuju,Tidak Setuju,Tidak Setuju,Setuju,0
7885,Sport & mainanan,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Setuju,1
7886,Sport & mainanan,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Sangat Tidak Setuju,Setuju,Tidak Setuju,Tidak Setuju,1
7887,Buku Anak,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Alat Seni,Sangat Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,0
7888,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Tidak Setuju,Sangat Setuju,Setuju,Netral,0
7889,Alat Seni,Website Gramedia.com,Menambah pengetahuan,Seni,edukasi,Tidak Setuju,Netral,Tidak Setuju,Tidak Setuju,4
7890,Alat Seni,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Setuju,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,0
7891,Sport & mainanan,Website Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Netral,Sangat Tidak Setuju,Sangat Setuju,Netral,2
7892,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Literasi,Alat Seni,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,0
7893,Edukasi,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Seni,Self Wear,Netral,Sangat Setuju,Sangat Setuju,Setuju,1
7894,Edukasi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi,edukasi,Sangat Tidak Setuju,Sangat Setuju,Netral,Setuju,1
7895,Alat Kantor/Sekolah,Toko Gramedia,Hiburan atau relaksasi,Lifestyle,Self Wear,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,3
7896,Sport & mainanan,Toko buku independen lainnya,Menambah pengetahuan,Lifestyle,Daily needs,Tidak Setuju,Setuju,Netral,Sangat Tidak Setuju,1
7897,Buku Non-Fiksi,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Daily needs,Netral,Sangat Tidak Setuju,Netral,Sangat Setuju,2
7898,Komik,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,edukasi,Sangat Tidak Setuju,Sangat Setuju,Netral,Setuju,1
7899,Buku Anak,Website Gramedia.com,Menambah pengetahuan,Seni,Self Wear,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Netral,2
7900,Edukasi,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,3
7901,Alat Kantor/Sekolah,Toko Gramedia,Kado atau hadiah,Seni,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Setuju,Setuju,0
7902,Alat Seni,Toko buku independen lainnya,Hiburan atau relaksasi,Lifestyle,Self Wear,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Netral,1
7903,Alat Kantor/Sekolah,Toko buku independen lainnya,Hiburan atau relaksasi,Lifestyle,Self Wear,Tidak Setuju,Tidak Setuju,Setuju,Sangat Setuju,0
7904,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Setuju,Setuju,Tidak Setuju,1
7905,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Daily needs,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Netral,3
7906,Alat Seni,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Netral,Tidak Setuju,Sangat Setuju,Sangat Setuju,3
7907,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Lifestyle,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Setuju,1
7908,Novel Fiksi,Aplikasi Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Sangat Setuju,Setuju,Netral,Setuju,1
7909,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Daily needs,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju,3
7910,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Tidak Setuju,Setuju,Tidak Setuju,0
7911,Edukasi,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Netral,Sangat Tidak Setuju,Setuju,Sangat Setuju,2
7912,Alat Seni,Website Gramedia.com,Kado atau hadiah,Lifestyle,edukasi,Setuju,Sangat Tidak Setuju,Setuju,Setuju,2
7913,Buku Anak,Aplikasi Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Setuju,Tidak Setuju,Tidak Setuju,0
7914,Novel Fiksi,Toko alat tulis lainnya,Menambah pengetahuan,Lifestyle,Alat Seni,Netral,Setuju,Tidak Setuju,Sangat Tidak Setuju,0
7915,Sport & mainanan,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Daily needs,Sangat Setuju,Netral,Sangat Setuju,Sangat Setuju,2
7916,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,edukasi,Sangat Setuju,Tidak Setuju,Netral,Setuju,1
7917,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Seni,Self Wear,Netral,Tidak Setuju,Setuju,Netral,0
7918,Buku Anak,Toko Gramedia,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Netral,Netral,Setuju,Netral,2
7919,Alat Seni,Website Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Netral,Setuju,Tidak Setuju,Sangat Setuju,2
7920,Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Lifestyle,Daily needs,Netral,Setuju,Setuju,Sangat Tidak Setuju,1
7921,Alat Seni,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Netral,Tidak Setuju,Sangat Setuju,Setuju,0
7922,Novel Fiksi,Toko Gramedia,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Tidak Setuju,Netral,Sangat Tidak Setuju,0
7923,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Netral,Netral,0
7924,Sport & mainanan,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Literasi,edukasi,Sangat Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,0
7925,Alat Kantor/Sekolah,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Setuju,0
