Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
Perlengkapan Seni/Kreatif,Website Gramedia.com,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Travelling,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Netral,Netral,Sangat Setuju,3
Alat Tulis Umum (Kantor/Sekolah),Toko Gramedia,"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas","Menulis (diari, blog, atau lainnya);Olahraga","Alat Musik & kesenian;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Mainan",Sangat Setuju,Netral,Setuju,Tidak Setuju,1
Novel Fiksi,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Belanja online/offline,Mainan,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Setuju,5
Komik/Novel Grafis;Novel Fiksi,Website Gramedia.com,Kado atau hadiah;Menambah pengetahuan;Untuk mengekspresikan kreativitas,Bermain musik,Alat Olahraga;Alat Tulis kantor atau sekolah;Kesehatan dan Kecantikan,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju,3
"Alat Tulis Umum (Kantor/Sekolah);Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Perlengkapan Seni/Kreatif",Website Gramedia.com,Kado atau hadiah,Belanja online/offline;Menghadiri acara budaya atau edukasi;Olahraga,Alat Olahraga;Kesehatan dan Kecantikan,Sangat Tidak Setuju,Setuju,Setuju,Sangat Tidak Setuju,3
Buku Anak;Mainan/Collectible item,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah;Menambah pengetahuan;Untuk mengekspresikan kreativitas,Belanja online/offline;Bermain game (offline/online);Membaca buku atau majalah,Alat Tulis kantor atau sekolah,Netral,Tidak Setuju,Setuju,Setuju,5
Jurnal/Perencana (Planner);Mainan/Collectible item,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah;Menambah pengetahuan,Bermain game (offline/online);Travelling,"Alat Olahraga;Buku fiksi (novel, komik, buku anak);Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Setuju,Netral,Tidak Setuju,2
Alat Tulis Umum (Kantor/Sekolah),Website Gramedia.com,Hiburan atau relaksasi,Belanja online/offline,"Buku fiksi (novel, komik, buku anak)",Sangat Tidak Setuju,Setuju,Tidak Setuju,Netral,4
Alat Olahraga;Komik/Novel Grafis;Novel Fiksi,Aplikasi Gramedia.com,Hiburan atau relaksasi;Untuk mengekspresikan kreativitas,Belanja online/offline;Bermain game (offline/online);Menghadiri acara budaya atau edukasi,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Sangat Setuju,Setuju,Sangat Tidak Setuju,0
Alat Tulis Umum (Kantor/Sekolah),Aplikasi Gramedia.com,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Belanja online/offline;Bermain musik;Travelling,"Alat Musik & kesenian;Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Sangat Setuju,Tidak Setuju,Sangat Setuju,4
Buku Anak;Komik/Novel Grafis,Aplikasi Gramedia Digital (ebook),"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain game (offline/online);Bermain musik;Olahraga,"Alat Musik & kesenian;Buku fiksi (novel, komik, buku anak)",Netral,Netral,Sangat Tidak Setuju,Setuju,5
"Alat Tulis Umum (Kantor/Sekolah);Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Novel Fiksi",Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Belanja online/offline;Menulis (diari, blog, atau lainnya);Olahraga","Alat Tulis kantor atau sekolah;Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,5
"Buku Anak;Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko alat tulis lainnya,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Melukis atau menggambar,"Buku fiksi (novel, komik, buku anak);Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Sangat Setuju,Sangat Setuju,Tidak Setuju,2
"Alat Tulis Umum (Kantor/Sekolah);Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Perlengkapan Seni/Kreatif",Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain musik,"Buku fiksi (novel, komik, buku anak);Kesehatan dan Kecantikan",Netral,Tidak Setuju,Sangat Setuju,Sangat Setuju,5
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Novel Fiksi",Toko alat tulis lainnya,Hiburan atau relaksasi;Sebagai bentuk 'self-reward' atau apresiasi diri,"Melukis atau menggambar;Menulis (diari, blog, atau lainnya)","Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku fiksi (novel, komik, buku anak);Mainan",Netral,Tidak Setuju,Setuju,Sangat Tidak Setuju,0
"Buku Anak;Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Perlengkapan Seni/Kreatif",Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas",Bermain game (offline/online),"Alat Olahraga;Buku non-fiksi (pengembangan diri, sejarah, agama);Mainan",Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju,2
Jurnal/Perencana (Planner);Mainan/Collectible item,Toko Gramedia,Hiburan atau relaksasi,"Menghadiri acara budaya atau edukasi;Menulis (diari, blog, atau lainnya);Travelling","Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Tidak Setuju,Netral,Tidak Setuju,0
"Alat Tulis Umum (Kantor/Sekolah);Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko alat tulis lainnya,Menambah pengetahuan,"Menghadiri acara budaya atau edukasi;Menulis (diari, blog, atau lainnya)",Alat Olahraga,Tidak Setuju,Setuju,Setuju,Sangat Setuju,2
Jurnal/Perencana (Planner),Toko alat tulis lainnya,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Travelling,"Buku fiksi (novel, komik, buku anak);Kesehatan dan Kecantikan",Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,5
Alat Tulis Umum (Kantor/Sekolah);Buku Anak;Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain musik;Membaca buku atau majalah;Travelling,Alat Olahraga;Kesehatan dan Kecantikan;Mainan,Tidak Setuju,Sangat Setuju,Setuju,Netral,4
Alat Musik;Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Travelling,"Alat Musik & kesenian;Buku non-fiksi (pengembangan diri, sejarah, agama);Mainan",Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju,0
Novel Fiksi,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain game (offline/online);Bermain musik,"Alat Olahraga;Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Setuju,Setuju,Sangat Setuju,1
Alat Musik;Mainan/Collectible item,Toko buku independen lainnya,Hiburan atau relaksasi;Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri,Bermain musik;Melukis atau menggambar;Menghadiri acara budaya atau edukasi,Alat Musik & kesenian,Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,2
"Alat Tulis Umum (Kantor/Sekolah);Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Komik/Novel Grafis",Website Gramedia.com,Kado atau hadiah,Bermain game (offline/online);Melukis atau menggambar,Kesehatan dan Kecantikan,Netral,Setuju,Sangat Tidak Setuju,Netral,4
Alat Olahraga,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Belanja online/offline;Bermain musik;Olahraga,Alat Musik & kesenian,Tidak Setuju,Sangat Setuju,Setuju,Sangat Tidak Setuju,0
Perlengkapan Seni/Kreatif,Toko Gramedia,Menambah pengetahuan,Membaca buku atau majalah,"Buku non-fiksi (pengembangan diri, sejarah, agama);Mainan",Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,2
Alat Olahraga,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas","Belanja online/offline;Menulis (diari, blog, atau lainnya)","Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Setuju,Netral,Netral,Sangat Tidak Setuju,0
Alat Musik;Alat Olahraga;Alat Tulis Umum (Kantor/Sekolah),"Marketplace (Shopee, Tokopedia, dll.)","Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Melukis atau menggambar;Olahraga,"Alat Olahraga;Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Setuju,Setuju,Sangat Setuju,0
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Perlengkapan Kantor atau Sekolah;Perlengkapan Seni/Kreatif",Aplikasi Gramedia.com,Kado atau hadiah,"Membaca buku atau majalah;Menulis (diari, blog, atau lainnya);Travelling","Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Tidak Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju,0
Komik/Novel Grafis,Toko buku independen lainnya,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)","Bermain musik;Membaca buku atau majalah;Menulis (diari, blog, atau lainnya)","Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Setuju,Setuju,Tidak Setuju,Netral,2
Alat Musik;Alat Tulis Umum (Kantor/Sekolah);Jurnal/Perencana (Planner),Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri",Bermain game (offline/online);Membaca buku atau majalah,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Netral,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,3
Alat Musik;Alat Olahraga;Novel Fiksi,Website Gramedia.com,Hiburan atau relaksasi,Bermain musik,Alat Tulis kantor atau sekolah;Mainan,Sangat Tidak Setuju,Setuju,Sangat Setuju,Sangat Tidak Setuju,3
Alat Olahraga;Jurnal/Perencana (Planner),Aplikasi Gramedia.com,"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri","Belanja online/offline;Menghadiri acara budaya atau edukasi;Menulis (diari, blog, atau lainnya)","Alat Olahraga;Buku non-fiksi (pengembangan diri, sejarah, agama);Kesehatan dan Kecantikan",Setuju,Tidak Setuju,Netral,Netral,0
Mainan/Collectible item;Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri","Menulis (diari, blog, atau lainnya)","Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,3
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)","Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Bermain musik;Membaca buku atau majalah;Travelling,Mainan,Netral,Netral,Netral,Setuju,1
Alat Olahraga,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri","Bermain game (offline/online);Membaca buku atau majalah;Menulis (diari, blog, atau lainnya)","Buku fiksi (novel, komik, buku anak)",Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,0
Komik/Novel Grafis;Perlengkapan Seni/Kreatif,Aplikasi Gramedia.com,Menambah pengetahuan;Untuk mengekspresikan kreativitas,"Melukis atau menggambar;Menulis (diari, blog, atau lainnya);Travelling",Alat Olahraga;Kesehatan dan Kecantikan;Mainan,Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju,2
Novel Fiksi;Perlengkapan Seni/Kreatif,Toko alat tulis lainnya,Kado atau hadiah,Melukis atau menggambar;Membaca buku atau majalah;Travelling,"Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Mainan",Netral,Sangat Tidak Setuju,Sangat Setuju,Netral,2
Mainan/Collectible item,Website Gramedia.com,Hiburan atau relaksasi,"Melukis atau menggambar;Membaca buku atau majalah;Menulis (diari, blog, atau lainnya)",Alat Olahraga;Mainan,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,3
"Alat Tulis Umum (Kantor/Sekolah);Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Perlengkapan Kantor atau Sekolah","Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Bermain game (offline/online);Melukis atau menggambar,"Alat Olahraga;Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Tidak Setuju,Netral,Tidak Setuju,0
Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Menulis (diari, blog, atau lainnya);Olahraga","Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,3
"Alat Olahraga;Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko Gramedia,Hiburan atau relaksasi,"Menulis (diari, blog, atau lainnya)","Buku fiksi (novel, komik, buku anak)",Setuju,Sangat Setuju,Netral,Setuju,5
Alat Tulis Umum (Kantor/Sekolah);Perlengkapan Kantor atau Sekolah,Website Gramedia.com,Kado atau hadiah;Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Menghadiri acara budaya atau edukasi;Olahraga;Travelling,"Buku fiksi (novel, komik, buku anak);Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,3
Buku Anak;Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan","Menulis (diari, blog, atau lainnya);Olahraga","Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku non-fiksi (pengembangan diri, sejarah, agama);Mainan",Tidak Setuju,Sangat Setuju,Setuju,Sangat Setuju,0
Komik/Novel Grafis;Mainan/Collectible item,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Olahraga,Alat Olahraga;Mainan,Sangat Setuju,Sangat Setuju,Sangat Setuju,Netral,4
Alat Musik;Alat Olahraga;Perlengkapan Seni/Kreatif,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Menghadiri acara budaya atau edukasi;Olahraga,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Kesehatan dan Kecantikan;Mainan",Sangat Setuju,Tidak Setuju,Netral,Tidak Setuju,3
Alat Tulis Umum (Kantor/Sekolah);Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Menulis (diari, blog, atau lainnya);Olahraga;Travelling","Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Netral,Tidak Setuju,Sangat Setuju,4
Alat Tulis Umum (Kantor/Sekolah);Mainan/Collectible item;Perlengkapan Kantor atau Sekolah,Toko buku independen lainnya,Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Bermain game (offline/online),"Alat Musik & kesenian;Alat Tulis kantor atau sekolah;Buku fiksi (novel, komik, buku anak)",Netral,Tidak Setuju,Netral,Netral,5
Alat Olahraga;Buku Anak;Perlengkapan Seni/Kreatif,Toko alat tulis lainnya,Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,"Menulis (diari, blog, atau lainnya)","Buku non-fiksi (pengembangan diri, sejarah, agama);Kesehatan dan Kecantikan;Mainan",Tidak Setuju,Setuju,Setuju,Setuju,2
Alat Musik,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Bermain musik;Melukis atau menggambar,"Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Setuju,Setuju,Sangat Tidak Setuju,1
Perlengkapan Kantor atau Sekolah,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas","Bermain musik;Melukis atau menggambar;Menulis (diari, blog, atau lainnya)",Mainan,Setuju,Setuju,Setuju,Sangat Setuju,2
Jurnal/Perencana (Planner);Komik/Novel Grafis;Novel Fiksi,Toko alat tulis lainnya,Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri,Bermain musik;Melukis atau menggambar;Olahraga,Alat Tulis kantor atau sekolah,Netral,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,4
"Alat Olahraga;Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia Digital (ebook),"Kado atau hadiah;Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Melukis atau menggambar;Menulis (diari, blog, atau lainnya);Travelling",Alat Olahraga;Mainan,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Setuju,1
Alat Musik;Komik/Novel Grafis,Toko alat tulis lainnya,"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain musik;Menghadiri acara budaya atau edukasi,"Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,2
"Alat Tulis Umum (Kantor/Sekolah);Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Komik/Novel Grafis",Aplikasi Gramedia.com,Menambah pengetahuan;Untuk mengekspresikan kreativitas,Belanja online/offline;Melukis atau menggambar,Kesehatan dan Kecantikan,Sangat Setuju,Setuju,Setuju,Setuju,1
Novel Fiksi,Aplikasi Gramedia.com,Hiburan atau relaksasi,Bermain game (offline/online);Melukis atau menggambar,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,5
"Alat Olahraga;Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Mainan/Collectible item","Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Bermain musik;Menulis (diari, blog, atau lainnya)","Alat Tulis kantor atau sekolah;Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Setuju,Netral,Tidak Setuju,0
"Alat Olahraga;Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko alat tulis lainnya,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)","Melukis atau menggambar;Menghadiri acara budaya atau edukasi;Menulis (diari, blog, atau lainnya)",Kesehatan dan Kecantikan,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,5
Alat Tulis Umum (Kantor/Sekolah),"Marketplace (Shopee, Tokopedia, dll.)","Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Belanja online/offline,"Alat Musik & kesenian;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Kesehatan dan Kecantikan",Tidak Setuju,Tidak Setuju,Sangat Setuju,Setuju,0
Alat Tulis Umum (Kantor/Sekolah);Mainan/Collectible item,Aplikasi Gramedia.com,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Belanja online/offline;Bermain musik;Membaca buku atau majalah,Mainan,Sangat Tidak Setuju,Tidak Setuju,Setuju,Tidak Setuju,1
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Perlengkapan Kantor atau Sekolah",Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Untuk mengekspresikan kreativitas",Belanja online/offline;Melukis atau menggambar;Olahraga,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Kesehatan dan Kecantikan",Setuju,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,4
"Alat Musik;Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)","Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Bermain musik;Membaca buku atau majalah,Mainan,Sangat Tidak Setuju,Tidak Setuju,Setuju,Setuju,1
Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain game (offline/online);Membaca buku atau majalah,"Alat Olahraga;Alat Tulis kantor atau sekolah;Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Sangat Setuju,Setuju,Setuju,5
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Perlengkapan Kantor atau Sekolah",Toko alat tulis lainnya,"Hiburan atau relaksasi;Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Melukis atau menggambar,Alat Musik & kesenian;Alat Tulis kantor atau sekolah,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
"Buku Anak;Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Perlengkapan Seni/Kreatif",Aplikasi Gramedia.com,Hiburan atau relaksasi;Menambah pengetahuan,Bermain game (offline/online);Membaca buku atau majalah;Olahraga,"Buku fiksi (novel, komik, buku anak);Kesehatan dan Kecantikan",Sangat Tidak Setuju,Sangat Setuju,Setuju,Sangat Setuju,3
Alat Musik;Jurnal/Perencana (Planner),Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Bermain game (offline/online);Menghadiri acara budaya atau edukasi,"Buku fiksi (novel, komik, buku anak);Mainan",Netral,Sangat Tidak Setuju,Sangat Setuju,Setuju,1
Jurnal/Perencana (Planner);Komik/Novel Grafis;Novel Fiksi,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Belanja online/offline;Melukis atau menggambar;Menghadiri acara budaya atau edukasi,Kesehatan dan Kecantikan,Tidak Setuju,Sangat Setuju,Setuju,Netral,4
