Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
Buku Anak;Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Seni,edukasi,Setuju,Sangat Tidak Setuju,Sangat Setuju,Setuju,2
Edukasi;Novel Fiksi;Sport & mainanan,Aplikasi Gramedia.com,Hiburan atau relaksasi;Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Sangat Tidak Setuju,Netral,Netral,Tidak Setuju,3
Alat Seni;Komik,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Sangat Setuju,Netral,Tidak Setuju,Sangat Tidak Setuju,0
Buku Non-Fiksi;Sport & mainanan,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional;Literasi;Seni,edukasi,Sangat Tidak Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju,0
Alat Kantor/Sekolah;Komik;Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Aktivitas Rekreasional;Lifestyle,Alat Seni;Self Wear,Sangat Tidak Setuju,Netral,Netral,Setuju,1
Alat Seni;Novel Fiksi,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional;Lifestyle,Alat Seni;edukasi,Setuju,Setuju,Setuju,Tidak Setuju,2
Alat Kantor/Sekolah;Alat Seni;Sport & mainanan,Toko buku independen lainnya,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Netral,Sangat Setuju,Tidak Setuju,1
Edukasi;Novel Fiksi;Sport & mainanan,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle;Literasi,Daily needs;Self Wear;edukasi,Netral,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,4
Alat Kantor/Sekolah;Buku Non-Fiksi;Sport & mainanan,Toko Gramedia,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional;Lifestyle;Literasi,Alat Seni;Daily needs;Self Wear,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,1
Sport & mainanan,Website Gramedia.com,Hiburan atau relaksasi;Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Literasi,Daily needs,Tidak Setuju,Setuju,Sangat Setuju,Sangat Setuju,2
Edukasi;Komik,"Marketplace (Shopee, Tokopedia, dll.)","Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Daily needs;Self Wear,Sangat Setuju,Setuju,Sangat Setuju,Netral,2
Komik,Aplikasi Gramedia Digital (ebook),Kado atau hadiah;Menambah pengetahuan,Lifestyle,Alat Seni;Daily needs,Tidak Setuju,Setuju,Setuju,Sangat Setuju,0
Edukasi;Komik;Novel Fiksi,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Lifestyle,Alat Seni;edukasi,Tidak Setuju,Netral,Tidak Setuju,Netral,4
Komik,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Aktivitas Rekreasional;Lifestyle;Seni,Alat Seni,Tidak Setuju,Sangat Setuju,Tidak Setuju,Sangat Setuju,4
Buku Anak,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Lifestyle;Literasi,Alat Seni;Self Wear,Sangat Setuju,Sangat Setuju,Netral,Setuju,1
Novel Fiksi;Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional;Lifestyle;Seni,edukasi,Setuju,Netral,Netral,Sangat Setuju,3
Alat Kantor/Sekolah;Komik,Aplikasi Gramedia.com,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Literasi,edukasi,Sangat Tidak Setuju,Netral,Netral,Sangat Tidak Setuju,0
Novel Fiksi,Aplikasi Gramedia.com,Kado atau hadiah;Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Netral,Netral,Setuju,Sangat Setuju,5
Sport & mainanan,Website Gramedia.com,Menambah pengetahuan,Seni,edukasi,Sangat Setuju,Tidak Setuju,Netral,Tidak Setuju,0
Alat Seni;Buku Anak;Komik,Aplikasi Gramedia.com,Kado atau hadiah;Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Literasi,edukasi,Netral,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,2
Alat Seni;Buku Non-Fiksi;Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah;Menambah pengetahuan,Aktivitas Rekreasional;Lifestyle,Alat Seni;Daily needs;edukasi,Netral,Tidak Setuju,Netral,Sangat Tidak Setuju,0
Alat Kantor/Sekolah,Toko Gramedia,Hiburan atau relaksasi;Menambah pengetahuan;Untuk mengekspresikan kreativitas,Lifestyle;Literasi;Seni,Alat Seni;Self Wear,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,5
Edukasi;Novel Fiksi,Toko alat tulis lainnya,Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Seni,Alat Seni;Self Wear;edukasi,Setuju,Setuju,Sangat Setuju,Tidak Setuju,2
Alat Kantor/Sekolah;Novel Fiksi,Toko alat tulis lainnya,Menambah pengetahuan,Aktivitas Rekreasional;Literasi,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Sangat Setuju,3
Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi;Seni,Self Wear;edukasi,Setuju,Netral,Sangat Setuju,Sangat Tidak Setuju,1
Buku Non-Fiksi;Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Netral,Sangat Setuju,Netral,Sangat Setuju,0
Komik,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Lifestyle;Literasi,Self Wear;edukasi,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,4
Edukasi,Toko Gramedia,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Daily needs;Self Wear,Netral,Netral,Sangat Tidak Setuju,Setuju,5
Alat Seni;Buku Non-Fiksi,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Literasi;Seni,Self Wear;edukasi,Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,5
Sport & mainanan,Aplikasi Gramedia Digital (ebook),Kado atau hadiah;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional;Lifestyle;Seni,Self Wear,Sangat Tidak Setuju,Setuju,Sangat Setuju,Netral,4
Buku Anak,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional;Lifestyle,Self Wear,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Setuju,2
Alat Kantor/Sekolah;Sport & mainanan,Toko alat tulis lainnya,Kado atau hadiah,Seni,edukasi,Sangat Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju,1
Alat Kantor/Sekolah;Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Lifestyle;Literasi,Self Wear;edukasi,Setuju,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,2
Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Alat Seni,Sangat Setuju,Setuju,Setuju,Sangat Tidak Setuju,1
Alat Kantor/Sekolah;Komik;Sport & mainanan,Website Gramedia.com,Kado atau hadiah;Menambah pengetahuan;Untuk mengekspresikan kreativitas,Lifestyle;Literasi;Seni,Self Wear;edukasi,Sangat Setuju,Setuju,Setuju,Sangat Tidak Setuju,1
Alat Seni;Edukasi,Toko Gramedia,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Literasi,edukasi,Sangat Tidak Setuju,Setuju,Netral,Setuju,3
Alat Kantor/Sekolah;Alat Seni;Buku Anak,Toko Gramedia,Kado atau hadiah;Menambah pengetahuan;Untuk mengekspresikan kreativitas,Seni,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Netral,3
Alat Kantor/Sekolah;Komik,Toko alat tulis lainnya,"Kado atau hadiah;Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear;edukasi,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,5
Alat Seni;Komik;Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kado atau hadiah;Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Seni,edukasi,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,1
Alat Kantor/Sekolah;Alat Seni,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Sangat Setuju,Sangat Tidak Setuju,2
Alat Kantor/Sekolah;Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Lifestyle,Daily needs;edukasi,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,3
Sport & mainanan,Aplikasi Gramedia.com,"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Literasi,Self Wear;edukasi,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju,5
Novel Fiksi,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional,Self Wear;edukasi,Netral,Sangat Tidak Setuju,Tidak Setuju,Netral,4
Sport & mainanan,Website Gramedia.com,"Hiburan atau relaksasi;Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional;Literasi;Seni,Self Wear;edukasi,Tidak Setuju,Netral,Netral,Netral,0
Alat Kantor/Sekolah;Buku Non-Fiksi;Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Seni,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju,3
Alat Seni;Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Lifestyle;Literasi,Self Wear,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,2
Edukasi;Novel Fiksi;Sport & mainanan,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Aktivitas Rekreasional;Seni,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,5
Alat Kantor/Sekolah;Edukasi;Komik,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Setuju,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,2
Komik,Aplikasi Gramedia.com,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Lifestyle,Self Wear;edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,3
Alat Kantor/Sekolah,Aplikasi Gramedia.com,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Lifestyle,Self Wear;edukasi,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,2
Alat Kantor/Sekolah;Buku Non-Fiksi;Komik,Toko buku independen lainnya,Kado atau hadiah;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Alat Seni;Self Wear;edukasi,Setuju,Tidak Setuju,Tidak Setuju,Netral,4
Alat Kantor/Sekolah;Alat Seni;Buku Non-Fiksi,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Lifestyle,Self Wear;edukasi,Sangat Setuju,Netral,Setuju,Netral,1
Alat Kantor/Sekolah;Buku Anak;Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Lifestyle;Literasi;Seni,Alat Seni;Daily needs;Self Wear,Setuju,Tidak Setuju,Netral,Sangat Setuju,3
Alat Kantor/Sekolah;Alat Seni,Toko buku independen lainnya,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Lifestyle;Seni,Alat Seni;edukasi,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
Edukasi,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Lifestyle;Seni,Alat Seni;Daily needs;edukasi,Sangat Setuju,Netral,Tidak Setuju,Sangat Tidak Setuju,0
Alat Seni,Toko buku independen lainnya,Menambah pengetahuan,Aktivitas Rekreasional;Literasi,edukasi,Tidak Setuju,Sangat Setuju,Tidak Setuju,Setuju,1
Edukasi;Komik,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Aktivitas Rekreasional;Seni,Alat Seni;Daily needs;edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,0
Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional;Lifestyle,Self Wear;edukasi,Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,0
Alat Kantor/Sekolah;Buku Non-Fiksi;Edukasi,Aplikasi Gramedia Digital (ebook),"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Literasi;Seni,Alat Seni;Self Wear,Netral,Sangat Setuju,Netral,Sangat Tidak Setuju,0
Alat Kantor/Sekolah;Alat Seni;Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Setuju,Setuju,Setuju,Tidak Setuju,2
Alat Kantor/Sekolah;Buku Non-Fiksi;Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Hiburan atau relaksasi;Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear;edukasi,Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,2
Alat Kantor/Sekolah;Alat Seni;Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Lifestyle,Daily needs;Self Wear;edukasi,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,5
Alat Seni;Buku Anak;Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle;Seni,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,0
Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Lifestyle;Literasi,Alat Seni;edukasi,Tidak Setuju,Setuju,Setuju,Netral,4
Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Lifestyle;Literasi,Self Wear;edukasi,Setuju,Setuju,Netral,Setuju,2
Buku Non-Fiksi;Novel Fiksi;Sport & mainanan,Aplikasi Gramedia.com,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional,Alat Seni;Self Wear;edukasi,Setuju,Setuju,Netral,Sangat Tidak Setuju,0
Edukasi;Sport & mainanan,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi;Seni,Self Wear;edukasi,Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,0
Buku Non-Fiksi;Komik;Sport & mainanan,Toko Gramedia,Kado atau hadiah;Menambah pengetahuan,Aktivitas Rekreasional;Literasi,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Setuju,Setuju,5
Alat Kantor/Sekolah;Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional;Lifestyle;Seni,Alat Seni;Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,3
Alat Seni;Novel Fiksi;Sport & mainanan,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Literasi,Daily needs;Self Wear,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,5
Alat Kantor/Sekolah;Novel Fiksi;Sport & mainanan,Toko Gramedia,Hiburan atau relaksasi;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Daily needs;Self Wear,Sangat Setuju,Setuju,Sangat Tidak Setuju,Sangat Setuju,3
Alat Seni;Edukasi;Sport & mainanan,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi;Kado atau hadiah,Aktivitas Rekreasional;Lifestyle,Alat Seni;Self Wear,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,5
Buku Non-Fiksi;Sport & mainanan,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle;Seni,Self Wear,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,1
Buku Anak;Sport & mainanan,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional,Alat Seni,Setuju,Setuju,Setuju,Netral,2
Buku Non-Fiksi;Edukasi,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional;Seni,Self Wear,Setuju,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,2
Alat Kantor/Sekolah;Edukasi;Sport & mainanan,Toko buku independen lainnya,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle;Seni,Self Wear,Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,1
Alat Kantor/Sekolah;Buku Anak;Sport & mainanan,Toko Gramedia,"Hiburan atau relaksasi;Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear;edukasi,Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
Buku Non-Fiksi;Edukasi;Sport & mainanan,Toko alat tulis lainnya,Hiburan atau relaksasi,Literasi,edukasi,Setuju,Sangat Setuju,Setuju,Sangat Tidak Setuju,2
Alat Kantor/Sekolah,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas",Lifestyle;Literasi;Seni,Self Wear;edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,3
Alat Seni,Toko alat tulis lainnya,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional;Lifestyle;Seni,Self Wear;edukasi,Netral,Sangat Setuju,Setuju,Sangat Tidak Setuju,2
Alat Kantor/Sekolah;Novel Fiksi,Toko alat tulis lainnya,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional;Literasi,edukasi,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,2
Alat Kantor/Sekolah;Alat Seni;Novel Fiksi,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Literasi,Alat Seni;Daily needs;Self Wear,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Setuju,0
Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Seni,Alat Seni;edukasi,Sangat Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju,1
Novel Fiksi,Toko Gramedia,Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional;Literasi;Seni,edukasi,Setuju,Netral,Sangat Setuju,Sangat Setuju,2
Alat Seni;Buku Anak;Komik,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Literasi;Seni,edukasi,Sangat Tidak Setuju,Netral,Sangat Setuju,Sangat Setuju,3
Alat Seni;Sport & mainanan,Toko alat tulis lainnya,"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,2
Alat Seni,Aplikasi Gramedia.com,Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Alat Seni;edukasi,Tidak Setuju,Tidak Setuju,Sangat Setuju,Setuju,5
Alat Kantor/Sekolah;Buku Anak;Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Aktivitas Rekreasional;Lifestyle,Alat Seni;edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju,3
Alat Seni,Aplikasi Gramedia Digital (ebook),"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Literasi;Seni,Daily needs;edukasi,Sangat Tidak Setuju,Setuju,Netral,Tidak Setuju,0
Alat Kantor/Sekolah;Buku Non-Fiksi,Toko Gramedia,Hiburan atau relaksasi,Seni,edukasi,Setuju,Tidak Setuju,Tidak Setuju,Setuju,5
Alat Seni,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Literasi,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Setuju,1
Buku Anak,Toko Gramedia,Kado atau hadiah;Menambah pengetahuan,Literasi,edukasi,Sangat Setuju,Setuju,Netral,Setuju,1
Alat Seni;Komik;Sport & mainanan,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional;Lifestyle;Literasi,Alat Seni,Tidak Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju,2
Alat Seni;Buku Anak;Novel Fiksi,Website Gramedia.com,Hiburan atau relaksasi;Menambah pengetahuan,Aktivitas Rekreasional;Lifestyle;Seni,Daily needs;edukasi,Setuju,Sangat Setuju,Netral,Setuju,5
Alat Kantor/Sekolah,Toko alat tulis lainnya,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear;edukasi,Netral,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,5
Novel Fiksi;Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional;Seni,edukasi,Sangat Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju,2
Alat Kantor/Sekolah;Novel Fiksi;Sport & mainanan,Aplikasi Gramedia.com,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Lifestyle;Seni,edukasi,Setuju,Tidak Setuju,Netral,Setuju,5
Alat Seni,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle;Seni,Alat Seni;Self Wear;edukasi,Netral,Sangat Tidak Setuju,Netral,Sangat Setuju,3
Komik,Toko buku independen lainnya,Hiburan atau relaksasi;Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Lifestyle,Alat Seni;Self Wear;edukasi,Netral,Setuju,Sangat Setuju,Netral,2
Alat Kantor/Sekolah;Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Literasi;Seni,Alat Seni;Self Wear,Netral,Netral,Setuju,Tidak Setuju,4
