ID,Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat
8403,Novel Fiksi,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
8404,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Lifestyle,Daily needs,Netral,Sangat Tidak Setuju,Netral,Netral
8405,Edukasi,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Sangat Tidak Setuju,Setuju,Setuju,Setuju
8406,Edukasi,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral
8407,Sport & mainanan,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Sangat Tidak Setuju,Sangat Setuju,Setuju,Tidak Setuju
8408,Alat Seni,Website Gramedia.com,Menambah pengetahuan,Literasi,edukasi,Tidak Setuju,Setuju,Netral,Sangat Tidak Setuju
8409,Alat Kantor/Sekolah,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral
8410,Komik,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Alat Seni,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju
8411,Buku Non-Fiksi,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Daily needs,Setuju,Netral,Sangat Setuju,Tidak Setuju
8412,Sport & mainanan,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Daily needs,Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
8413,Novel Fiksi,Toko alat tulis lainnya,Kado atau hadiah,Literasi,edukasi,Setuju,Sangat Tidak Setuju,Setuju,Sangat Setuju
8414,Buku Non-Fiksi,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Alat Seni,Tidak Setuju,Sangat Setuju,Setuju,Setuju
8415,Alat Seni,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Alat Seni,Sangat Setuju,Netral,Setuju,Sangat Setuju
8416,Alat Seni,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Daily needs,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral
8417,Alat Seni,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Netral,Setuju,Netral,Netral
8418,Sport & mainanan,Website Gramedia.com,Hiburan atau relaksasi,Lifestyle,Self Wear,Sangat Setuju,Setuju,Sangat Tidak Setuju,Setuju
8419,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Seni,edukasi,Sangat Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
8420,Edukasi,Website Gramedia.com,Hiburan atau relaksasi,Lifestyle,Self Wear,Sangat Setuju,Netral,Setuju,Netral
8421,Alat Seni,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Netral,Sangat Setuju,Netral,Netral
8422,Edukasi,Toko Gramedia,Untuk mengekspresikan kreativitas,Literasi,Daily needs,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju
8423,Edukasi,Toko buku independen lainnya,Kado atau hadiah,Literasi,edukasi,Tidak Setuju,Tidak Setuju,Setuju,Tidak Setuju
8424,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Tidak Setuju,Setuju
8425,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,edukasi,Setuju,Sangat Tidak Setuju,Netral,Netral
8426,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Sangat Setuju,Setuju,Setuju,Tidak Setuju
8427,Alat Seni,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Daily needs,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
8428,Sport & mainanan,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Netral,Setuju,Tidak Setuju,Netral
8429,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Setuju,Tidak Setuju,Setuju,Setuju
8430,Alat Seni,Website Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Setuju,Setuju,Sangat Setuju
8431,Buku Non-Fiksi,Toko Gramedia,Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju
8432,Novel Fiksi,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Alat Seni,Sangat Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju
8433,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Lifestyle,edukasi,Netral,Sangat Setuju,Sangat Tidak Setuju,Netral
8434,Alat Kantor/Sekolah,Website Gramedia.com,Menambah pengetahuan,Literasi,Self Wear,Sangat Tidak Setuju,Netral,Tidak Setuju,Tidak Setuju
8435,Alat Seni,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Seni,Self Wear,Netral,Netral,Sangat Tidak Setuju,Setuju
8436,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Kado atau hadiah,Literasi,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Netral,Setuju
8437,Komik,Website Gramedia.com,Untuk mengekspresikan kreativitas,Seni,Self Wear,Setuju,Netral,Sangat Setuju,Setuju
8438,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Lifestyle,Self Wear,Setuju,Netral,Netral,Setuju
8439,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Seni,Alat Seni,Tidak Setuju,Netral,Sangat Setuju,Sangat Tidak Setuju
8440,Edukasi,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Setuju,Netral,Setuju,Sangat Setuju
8441,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Lifestyle,Self Wear,Netral,Netral,Sangat Setuju,Netral
8442,Alat Kantor/Sekolah,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Netral,Netral,Setuju,Tidak Setuju
8443,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Lifestyle,edukasi,Sangat Setuju,Tidak Setuju,Netral,Sangat Setuju
8444,Buku Non-Fiksi,Aplikasi Gramedia.com,Hiburan atau relaksasi,Lifestyle,edukasi,Sangat Tidak Setuju,Setuju,Setuju,Sangat Tidak Setuju
8445,Buku Anak,Aplikasi Gramedia.com,Hiburan atau relaksasi,Seni,Self Wear,Tidak Setuju,Tidak Setuju,Setuju,Tidak Setuju
8446,Alat Kantor/Sekolah,Toko buku independen lainnya,Hiburan atau relaksasi,Literasi,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral
8447,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Lifestyle,Daily needs,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Setuju
8448,Edukasi,Toko Gramedia,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Tidak Setuju,Netral,Sangat Tidak Setuju
8449,Komik,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju
8450,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Aktivitas Rekreasional,Daily needs,Sangat Setuju,Tidak Setuju,Tidak Setuju,Netral
8451,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Lifestyle,Daily needs,Sangat Tidak Setuju,Sangat Setuju,Netral,Sangat Setuju
8452,Buku Anak,Toko alat tulis lainnya,Hiburan atau relaksasi,Seni,edukasi,Netral,Sangat Setuju,Sangat Setuju,Netral
8453,Alat Kantor/Sekolah,Toko alat tulis lainnya,Kado atau hadiah,Literasi,Self Wear,Sangat Setuju,Netral,Tidak Setuju,Setuju
8454,Alat Kantor/Sekolah,Toko Gramedia,Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Setuju
8455,Sport & mainanan,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Alat Seni,Setuju,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
8456,Alat Seni,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Setuju,Tidak Setuju,Netral
8457,Edukasi,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju
8458,Komik,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,edukasi,Netral,Setuju,Netral,Sangat Setuju
8459,Novel Fiksi,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Setuju,Setuju,Tidak Setuju,Sangat Setuju
8460,Sport & mainanan,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Netral,Netral,Sangat Setuju,Netral
8461,Sport & mainanan,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Daily needs,Sangat Setuju,Tidak Setuju,Tidak Setuju,Netral
8462,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Netral,Sangat Tidak Setuju,Netral
8463,Buku Anak,Toko buku independen lainnya,Menambah pengetahuan,Seni,edukasi,Tidak Setuju,Netral,Setuju,Tidak Setuju
8464,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Tidak Setuju,Setuju,Sangat Setuju,Tidak Setuju
8465,Buku Non-Fiksi,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Netral,Tidak Setuju,Netral
8466,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju
8467,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Sangat Setuju,Netral,Netral
8468,Buku Non-Fiksi,Toko Gramedia,Menambah pengetahuan,Literasi,Daily needs,Netral,Netral,Netral,Tidak Setuju
8469,Alat Seni,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Netral,Setuju,Sangat Setuju,Setuju
8470,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Setuju
8471,Alat Seni,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Setuju,Sangat Setuju,Setuju,Sangat Setuju
8472,Novel Fiksi,Aplikasi Gramedia.com,Menambah pengetahuan,Literasi,Daily needs,Sangat Setuju,Tidak Setuju,Sangat Setuju,Setuju
8473,Alat Seni,Toko Gramedia,Hiburan atau relaksasi,Seni,Daily needs,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral
8474,Alat Kantor/Sekolah,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Netral,Setuju,Sangat Tidak Setuju,Netral
8475,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Netral,Setuju,Tidak Setuju,Sangat Tidak Setuju
8476,Buku Anak,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Literasi,Alat Seni,Setuju,Setuju,Tidak Setuju,Sangat Setuju
8477,Alat Seni,Toko buku independen lainnya,Hiburan atau relaksasi,Seni,Daily needs,Netral,Tidak Setuju,Sangat Setuju,Netral
8478,Buku Non-Fiksi,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
8479,Buku Non-Fiksi,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Setuju,Setuju,Tidak Setuju,Netral
8480,Buku Anak,Toko Gramedia,Kado atau hadiah,Lifestyle,Self Wear,Setuju,Sangat Tidak Setuju,Setuju,Netral
8481,Sport & mainanan,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,edukasi,Tidak Setuju,Netral,Tidak Setuju,Netral
8482,Buku Anak,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Seni,Daily needs,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju
8483,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral
8484,Alat Seni,Toko alat tulis lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Netral,Sangat Tidak Setuju,Setuju,Tidak Setuju
8485,Alat Seni,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Netral,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju
8486,Alat Seni,Aplikasi Gramedia.com,Hiburan atau relaksasi,Lifestyle,edukasi,Netral,Tidak Setuju,Setuju,Sangat Tidak Setuju
8487,Alat Kantor/Sekolah,Website Gramedia.com,Kado atau hadiah,Lifestyle,Daily needs,Sangat Setuju,Setuju,Tidak Setuju,Sangat Setuju
8488,Edukasi,Toko buku independen lainnya,Hiburan atau relaksasi,Seni,Daily needs,Setuju,Setuju,Tidak Setuju,Netral
8489,Buku Anak,Toko Gramedia,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Setuju
8490,Alat Seni,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju
8491,Sport & mainanan,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Sangat Setuju,Setuju,Netral,Sangat Setuju
8492,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju
8493,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Alat Seni,Netral,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju
8494,Sport & mainanan,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Setuju,Netral,Netral,Setuju
8495,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Daily needs,Setuju,Setuju,Setuju,Setuju
8496,Komik,Toko alat tulis lainnya,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
8497,Komik,Toko buku independen lainnya,Hiburan atau relaksasi,Aktivitas Rekreasional,Alat Seni,Setuju,Netral,Netral,Tidak Setuju
8498,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Netral,Setuju,Netral,Sangat Setuju
8499,Sport & mainanan,Website Gramedia.com,Kado atau hadiah,Literasi,Self Wear,Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju
8500,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Setuju,Sangat Setuju,Netral,Sangat Setuju
8501,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
8502,Alat Seni,Toko buku independen lainnya,Menambah pengetahuan,Seni,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju
8503,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Netral,Sangat Tidak Setuju,Setuju,Tidak Setuju
8504,Alat Kantor/Sekolah,Toko buku independen lainnya,Hiburan atau relaksasi,Lifestyle,Self Wear,Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju
8505,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Netral,Setuju,Setuju,Sangat Setuju
8506,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Lifestyle,edukasi,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju
8507,Novel Fiksi,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Seni,edukasi,Sangat Setuju,Setuju,Netral,Netral
8508,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
8509,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Lifestyle,Alat Seni,Tidak Setuju,Sangat Setuju,Tidak Setuju,Sangat Setuju
8510,Alat Seni,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Alat Seni,Netral,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju
8511,Komik,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Sangat Setuju,Setuju
8512,Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Tidak Setuju,Sangat Setuju,Netral,Setuju
8513,Alat Kantor/Sekolah,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Daily needs,Sangat Tidak Setuju,Netral,Setuju,Sangat Tidak Setuju
8514,Sport & mainanan,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju
8515,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,Daily needs,Netral,Sangat Tidak Setuju,Sangat Setuju,Netral
8516,Novel Fiksi,Toko Gramedia,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral
8517,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Seni,Daily needs,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju
8518,Komik,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,edukasi,Sangat Tidak Setuju,Setuju,Sangat Setuju,Tidak Setuju
8519,Edukasi,Aplikasi Gramedia.com,Menambah pengetahuan,Lifestyle,edukasi,Sangat Setuju,Netral,Tidak Setuju,Sangat Tidak Setuju
8520,Edukasi,Aplikasi Gramedia.com,Hiburan atau relaksasi,Seni,Daily needs,Tidak Setuju,Tidak Setuju,Netral,Tidak Setuju
8521,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Setuju,Netral,Sangat Tidak Setuju
8522,Alat Seni,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju
8523,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Literasi,Daily needs,Sangat Setuju,Netral,Sangat Setuju,Sangat Setuju
8524,Alat Seni,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Tidak Setuju,Setuju,Tidak Setuju,Tidak Setuju
8525,Alat Kantor/Sekolah,Toko buku independen lainnya,Kado atau hadiah,Literasi,edukasi,Tidak Setuju,Netral,Setuju,Setuju
8526,Buku Anak,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,edukasi,Setuju,Sangat Tidak Setuju,Netral,Setuju
8527,Sport & mainanan,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Daily needs,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
8528,Novel Fiksi,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Daily needs,Tidak Setuju,Setuju,Sangat Setuju,Setuju
8529,Alat Seni,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Netral,Netral
8530,Alat Kantor/Sekolah,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Literasi,edukasi,Sangat Tidak Setuju,Setuju,Setuju,Tidak Setuju
8531,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Setuju,Sangat Setuju,Setuju,Netral
8532,Alat Kantor/Sekolah,Website Gramedia.com,Hiburan atau relaksasi,Lifestyle,Self Wear,Netral,Setuju,Setuju,Sangat Setuju
8533,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Daily needs,Netral,Setuju,Setuju,Sangat Tidak Setuju
8534,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Sangat Tidak Setuju,Netral,Setuju,Netral
8535,Komik,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Literasi,Self Wear,Tidak Setuju,Sangat Setuju,Netral,Setuju
8536,Alat Seni,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Netral,Netral,Netral,Setuju
8537,Alat Seni,Toko buku independen lainnya,Menambah pengetahuan,Literasi,Daily needs,Sangat Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju
8538,Alat Seni,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Tidak Setuju,Netral,Setuju,Netral
8539,Alat Seni,Toko Gramedia,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral
8540,Sport & mainanan,Aplikasi Gramedia.com,Menambah pengetahuan,Seni,Daily needs,Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral
8541,Komik,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Setuju,Setuju,Sangat Setuju,Tidak Setuju
8542,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju
8543,Alat Seni,Toko alat tulis lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Alat Seni,Sangat Setuju,Setuju,Netral,Sangat Tidak Setuju
8544,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Seni,edukasi,Sangat Setuju,Netral,Sangat Setuju,Sangat Setuju
8545,Sport & mainanan,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Daily needs,Netral,Sangat Setuju,Setuju,Sangat Setuju
