ID,Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat
9774,Mainan/Collectible item,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Travelling,Kesehatan dan Kecantikan,Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju
9775,Alat Olahraga,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)","Menulis (diari, blog, atau lainnya)","Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Setuju,Netral,Setuju
9776,Perlengkapan Kantor atau Sekolah,Website Gramedia.com,Menambah pengetahuan,Melukis atau menggambar,Alat Musik & kesenian,Setuju,Tidak Setuju,Netral,Tidak Setuju
9777,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Melukis atau menggambar,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Setuju,Setuju,Sangat Tidak Setuju
9778,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Bermain musik,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Netral
9779,Perlengkapan Seni/Kreatif,Aplikasi Gramedia.com,Kado atau hadiah,Melukis atau menggambar,Alat Olahraga,Tidak Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju
9780,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko buku independen lainnya,Hiburan atau relaksasi,Olahraga,Alat Tulis kantor atau sekolah,Tidak Setuju,Sangat Setuju,Setuju,Sangat Tidak Setuju
9781,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko buku independen lainnya,Kado atau hadiah,Olahraga,Alat Olahraga,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Sangat Setuju
9782,Buku Anak,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Travelling,Kesehatan dan Kecantikan,Netral,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
9783,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko alat tulis lainnya,Menambah pengetahuan,Membaca buku atau majalah,"Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Setuju,Sangat Setuju,Netral
9784,Komik/Novel Grafis,Toko Gramedia,Kado atau hadiah,Menghadiri acara budaya atau edukasi,"Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Netral,Tidak Setuju,Netral
9785,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia.com,Menambah pengetahuan,Menghadiri acara budaya atau edukasi,"Buku fiksi (novel, komik, buku anak)",Netral,Setuju,Sangat Setuju,Tidak Setuju
9786,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Website Gramedia.com,Kado atau hadiah,Belanja online/offline,Alat Olahraga,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Netral
9787,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain musik,Alat Olahraga,Setuju,Netral,Sangat Tidak Setuju,Netral
9788,Buku Anak,Toko buku independen lainnya,Menambah pengetahuan,Menghadiri acara budaya atau edukasi,Alat Olahraga,Setuju,Tidak Setuju,Tidak Setuju,Setuju
9789,Buku Anak,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Melukis atau menggambar,Alat Musik & kesenian,Netral,Netral,Sangat Tidak Setuju,Tidak Setuju
9790,Perlengkapan Kantor atau Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Menghadiri acara budaya atau edukasi,Mainan,Setuju,Tidak Setuju,Setuju,Netral
9791,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Menghadiri acara budaya atau edukasi,Mainan,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
9792,Alat Olahraga,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain musik,Kesehatan dan Kecantikan,Setuju,Tidak Setuju,Sangat Setuju,Netral
9793,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Olahraga,Alat Tulis kantor atau sekolah,Sangat Tidak Setuju,Netral,Tidak Setuju,Sangat Setuju
9794,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Website Gramedia.com,Hiburan atau relaksasi,Belanja online/offline,Alat Tulis kantor atau sekolah,Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju
9795,Alat Musik,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Melukis atau menggambar,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju
9796,Perlengkapan Seni/Kreatif,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain game (offline/online),Kesehatan dan Kecantikan,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Setuju
9797,Perlengkapan Seni/Kreatif,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Travelling,Mainan,Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju
9798,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko alat tulis lainnya,Kado atau hadiah,"Menulis (diari, blog, atau lainnya)","Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Setuju,Sangat Setuju,Tidak Setuju
9799,Buku Anak,Toko buku independen lainnya,Hiburan atau relaksasi,Olahraga,Alat Olahraga,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral
9800,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Menghadiri acara budaya atau edukasi,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Netral,Sangat Setuju,Sangat Setuju
9801,Komik/Novel Grafis,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,"Menulis (diari, blog, atau lainnya)",Alat Olahraga,Tidak Setuju,Sangat Setuju,Netral,Setuju
9802,Alat Olahraga,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Travelling,Alat Olahraga,Sangat Setuju,Setuju,Setuju,Tidak Setuju
9803,Perlengkapan Kantor atau Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Melukis atau menggambar,Kesehatan dan Kecantikan,Sangat Setuju,Tidak Setuju,Sangat Setuju,Setuju
9804,Komik/Novel Grafis,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,"Menulis (diari, blog, atau lainnya)",Mainan,Tidak Setuju,Sangat Setuju,Setuju,Sangat Setuju
9805,Komik/Novel Grafis,Aplikasi Gramedia.com,Kado atau hadiah,Menghadiri acara budaya atau edukasi,Alat Tulis kantor atau sekolah,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
9806,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia.com,Hiburan atau relaksasi,Membaca buku atau majalah,Kesehatan dan Kecantikan,Tidak Setuju,Setuju,Tidak Setuju,Netral
9807,Alat Tulis Umum (Kantor/Sekolah),Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Melukis atau menggambar,Mainan,Tidak Setuju,Setuju,Setuju,Sangat Tidak Setuju
9808,Perlengkapan Kantor atau Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Menghadiri acara budaya atau edukasi,Alat Olahraga,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
9809,Alat Musik,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)","Menulis (diari, blog, atau lainnya)",Alat Olahraga,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju
9810,Alat Olahraga,Website Gramedia.com,Hiburan atau relaksasi,Olahraga,Alat Musik & kesenian,Netral,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju
9811,Alat Musik,Website Gramedia.com,Menambah pengetahuan,Melukis atau menggambar,Alat Musik & kesenian,Tidak Setuju,Tidak Setuju,Netral,Setuju
9812,Jurnal/Perencana (Planner),Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Membaca buku atau majalah,Alat Olahraga,Sangat Tidak Setuju,Setuju,Setuju,Netral
9813,Alat Tulis Umum (Kantor/Sekolah),"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Membaca buku atau majalah,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju
9814,Mainan/Collectible item,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Belanja online/offline,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju
9815,Alat Musik,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Membaca buku atau majalah,Alat Olahraga,Sangat Tidak Setuju,Sangat Setuju,Setuju,Setuju
9816,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Bermain musik,"Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju
9817,Alat Musik,Website Gramedia.com,Menambah pengetahuan,Belanja online/offline,"Buku fiksi (novel, komik, buku anak)",Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral
9818,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain musik,Kesehatan dan Kecantikan,Sangat Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
9819,Komik/Novel Grafis,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain game (offline/online),"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Setuju,Netral,Sangat Tidak Setuju,Netral
9820,Perlengkapan Seni/Kreatif,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Membaca buku atau majalah,Kesehatan dan Kecantikan,Netral,Tidak Setuju,Netral,Netral
9821,Perlengkapan Seni/Kreatif,Website Gramedia.com,Untuk mengekspresikan kreativitas,Membaca buku atau majalah,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Tidak Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju
9822,Komik/Novel Grafis,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Travelling,Alat Tulis kantor atau sekolah,Setuju,Tidak Setuju,Setuju,Setuju
9823,Alat Musik,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Bermain game (offline/online),"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Netral,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
9824,Alat Musik,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Travelling,Alat Olahraga,Sangat Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju
9825,Komik/Novel Grafis,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Bermain game (offline/online),Alat Tulis kantor atau sekolah,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju
9826,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko Gramedia,Untuk mengekspresikan kreativitas,"Menulis (diari, blog, atau lainnya)","Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Sangat Setuju,Sangat Setuju,Netral
9827,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Melukis atau menggambar,"Buku fiksi (novel, komik, buku anak)",Netral,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju
9828,Perlengkapan Kantor atau Sekolah,Toko Gramedia,Hiburan atau relaksasi,Bermain game (offline/online),"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Tidak Setuju,Setuju,Tidak Setuju
9829,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain musik,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Setuju,Netral,Sangat Setuju
9830,Komik/Novel Grafis,Toko Gramedia,Untuk mengekspresikan kreativitas,Bermain musik,Alat Musik & kesenian,Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju
9831,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Belanja online/offline,"Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Netral,Netral,Netral
9832,Buku Anak,Aplikasi Gramedia.com,Kado atau hadiah,Olahraga,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Netral,Setuju,Netral,Sangat Setuju
9833,Komik/Novel Grafis,Aplikasi Gramedia.com,Hiburan atau relaksasi,Melukis atau menggambar,Alat Musik & kesenian,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju
9834,Alat Tulis Umum (Kantor/Sekolah),Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Melukis atau menggambar,Alat Musik & kesenian,Sangat Setuju,Setuju,Setuju,Tidak Setuju
9835,Jurnal/Perencana (Planner),"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Bermain musik,Alat Musik & kesenian,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju
9836,Alat Musik,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain game (offline/online),Mainan,Netral,Sangat Tidak Setuju,Setuju,Sangat Setuju
9837,Alat Olahraga,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Travelling,Mainan,Netral,Setuju,Sangat Setuju,Sangat Tidak Setuju
9838,Perlengkapan Kantor atau Sekolah,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Membaca buku atau majalah,Kesehatan dan Kecantikan,Sangat Tidak Setuju,Tidak Setuju,Netral,Sangat Tidak Setuju
9839,Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain musik,Alat Olahraga,Setuju,Setuju,Sangat Tidak Setuju,Setuju
9840,Buku Anak,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,"Menulis (diari, blog, atau lainnya)",Mainan,Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju
9841,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko Gramedia,Untuk mengekspresikan kreativitas,Bermain musik,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju
9842,Perlengkapan Seni/Kreatif,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Olahraga,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Setuju,Netral,Tidak Setuju,Sangat Tidak Setuju
9843,Jurnal/Perencana (Planner),Toko buku independen lainnya,Hiburan atau relaksasi,Melukis atau menggambar,Alat Olahraga,Sangat Setuju,Sangat Tidak Setuju,Setuju,Netral
9844,Alat Tulis Umum (Kantor/Sekolah),Toko buku independen lainnya,Kado atau hadiah,Membaca buku atau majalah,Kesehatan dan Kecantikan,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Setuju
9845,Perlengkapan Kantor atau Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,"Menulis (diari, blog, atau lainnya)",Mainan,Tidak Setuju,Tidak Setuju,Sangat Setuju,Setuju
9846,Buku Anak,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Melukis atau menggambar,"Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju
9847,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)","Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Menghadiri acara budaya atau edukasi,Alat Musik & kesenian,Netral,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju
9848,Jurnal/Perencana (Planner),Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Melukis atau menggambar,Alat Musik & kesenian,Sangat Tidak Setuju,Netral,Netral,Setuju
9849,Buku Anak,Toko Gramedia,Hiburan atau relaksasi,"Menulis (diari, blog, atau lainnya)",Alat Musik & kesenian,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
9850,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)","Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Olahraga,Kesehatan dan Kecantikan,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju
9851,Komik/Novel Grafis,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain game (offline/online),Kesehatan dan Kecantikan,Netral,Netral,Netral,Sangat Tidak Setuju
9852,Perlengkapan Seni/Kreatif,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Travelling,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Setuju,Setuju,Setuju,Tidak Setuju
9853,Komik/Novel Grafis,Toko Gramedia,Menambah pengetahuan,"Menulis (diari, blog, atau lainnya)",Kesehatan dan Kecantikan,Tidak Setuju,Setuju,Setuju,Sangat Setuju
9854,Perlengkapan Kantor atau Sekolah,Toko Gramedia,Hiburan atau relaksasi,Travelling,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Tidak Setuju,Sangat Setuju,Netral,Sangat Setuju
9855,Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia.com,Hiburan atau relaksasi,Bermain musik,"Buku fiksi (novel, komik, buku anak)",Netral,Netral,Sangat Setuju,Tidak Setuju
9856,Perlengkapan Seni/Kreatif,Toko Gramedia,Kado atau hadiah,Membaca buku atau majalah,"Buku fiksi (novel, komik, buku anak)",Setuju,Netral,Tidak Setuju,Sangat Setuju
9857,Jurnal/Perencana (Planner),Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Membaca buku atau majalah,Alat Olahraga,Netral,Setuju,Tidak Setuju,Setuju
9858,Komik/Novel Grafis,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Belanja online/offline,Alat Olahraga,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju
9859,Jurnal/Perencana (Planner),"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Bermain game (offline/online),"Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
9860,Buku Anak,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Bermain musik,Alat Tulis kantor atau sekolah,Setuju,Tidak Setuju,Setuju,Tidak Setuju
9861,Alat Tulis Umum (Kantor/Sekolah),Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Belanja online/offline,"Buku fiksi (novel, komik, buku anak)",Setuju,Netral,Netral,Sangat Setuju
9862,Alat Musik,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain musik,"Buku fiksi (novel, komik, buku anak)",Netral,Sangat Tidak Setuju,Tidak Setuju,Netral
9863,Novel Fiksi,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Travelling,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Setuju,Sangat Setuju,Tidak Setuju,Netral
9864,Komik/Novel Grafis,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Belanja online/offline,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Sangat Setuju
9865,Mainan/Collectible item,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Olahraga,"Buku fiksi (novel, komik, buku anak)",Netral,Tidak Setuju,Setuju,Netral
9866,Alat Olahraga,Website Gramedia.com,Untuk mengekspresikan kreativitas,Olahraga,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Netral,Tidak Setuju,Sangat Setuju,Setuju
9867,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko Gramedia,Kado atau hadiah,Bermain game (offline/online),"Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju
9868,Alat Olahraga,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Bermain musik,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
9869,Perlengkapan Seni/Kreatif,Website Gramedia.com,Untuk mengekspresikan kreativitas,Bermain game (offline/online),Alat Tulis kantor atau sekolah,Netral,Netral,Sangat Tidak Setuju,Netral
9870,Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain musik,Mainan,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Setuju
9871,Komik/Novel Grafis,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Olahraga,Mainan,Sangat Setuju,Sangat Tidak Setuju,Setuju,Setuju
9872,Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Travelling,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Setuju,Sangat Setuju,Netral
9873,Alat Musik,Website Gramedia.com,Untuk mengekspresikan kreativitas,Bermain musik,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Tidak Setuju,Sangat Setuju,Setuju
9874,Mainan/Collectible item,Toko Gramedia,Untuk mengekspresikan kreativitas,Travelling,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Netral,Setuju,Tidak Setuju
9875,Alat Olahraga,Toko Gramedia,Untuk mengekspresikan kreativitas,Bermain game (offline/online),"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Netral,Sangat Tidak Setuju,Netral,Tidak Setuju
9876,Komik/Novel Grafis,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)","Menulis (diari, blog, atau lainnya)",Mainan,Setuju,Setuju,Sangat Setuju,Sangat Setuju
9877,Jurnal/Perencana (Planner),"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Membaca buku atau majalah,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Netral,Sangat Setuju,Sangat Setuju
9878,Alat Tulis Umum (Kantor/Sekolah),Website Gramedia.com,Hiburan atau relaksasi,Bermain game (offline/online),"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Tidak Setuju,Sangat Setuju,Setuju,Tidak Setuju
9879,Alat Musik,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Menghadiri acara budaya atau edukasi,Alat Musik & kesenian,Sangat Tidak Setuju,Setuju,Tidak Setuju,Setuju
9880,Alat Musik,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Menghadiri acara budaya atau edukasi,Alat Olahraga,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Setuju
9881,Mainan/Collectible item,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Travelling,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Netral,Tidak Setuju,Setuju
